stroke,event_m,energy_system,focus,exercise_name,exercise_type,description,equipment,primary_muscles,sets,reps_or_time,distance_or_load,interval_or_rest_s,RPE_1_10,progression,regression,notes
Butterfly,200,Mixed anaerobic + aerobic (race-pace & threshold),tempo;race-pace;breathing pattern;turns,Single-arm fly (front arm forward),pool,Reduce load; focus on catch & timing,none,shoulders;lats,4–5,4×50 or 6×50,50m @ strong pace,30–45,7–8,Increase reps or tighten send-off by 5s,Reduce reps; add fins/snorkel assistance,Hold pace; tight turns for 'Single-arm fly (front arm forward)'
Butterfly,200,Mixed anaerobic + aerobic (race-pace & threshold),tempo;race-pace;breathing pattern;turns,Fly pull with paddles,pool,Upper-body strength without heavy kick,paddles,lats;triceps,4–5,4×50 or 6×50,50m @ strong pace,30–45,7–8,Increase reps or tighten send-off by 5s,Reduce reps; add fins/snorkel assistance,Hold pace; tight turns for 'Fly pull with paddles'
Butterfly,200,Mixed anaerobic + aerobic (race-pace & threshold),tempo;race-pace;breathing pattern;turns,Underwater fly kicks,pool,Power UWs off each wall,fins (optional),hip flexors;glutes;core,4–5,4×50 or 6×50,50m @ strong pace,30–45,7–8,Increase reps or tighten send-off by 5s,Reduce reps; add fins/snorkel assistance,Hold pace; tight turns for 'Underwater fly kicks'
Butterfly,200,Mixed anaerobic + aerobic (race-pace & threshold),tempo;race-pace;breathing pattern;turns,25 fast / 25 easy,pool,Race rhythm + active recovery,none,cardiorespiratory,4–5,4×50 or 6×50,50m @ strong pace,30–45,7–8,Increase reps or tighten send-off by 5s,Reduce reps; add fins/snorkel assistance,Hold pace; tight turns for '25 fast / 25 easy'
Butterfly,200,Mixed anaerobic + aerobic (race-pace & threshold),tempo;race-pace;breathing pattern;turns,Tempo 50s w/ fins,pool,Lock race rhythm with assistance,fins;tempo trainer,shoulders;core,4–5,4×50 or 6×50,50m @ strong pace,30–45,7–8,Increase reps or tighten send-off by 5s,Reduce reps; add fins/snorkel assistance,Hold pace; tight turns for 'Tempo 50s w/ fins'
Butterfly,200,Mixed anaerobic + aerobic (race-pace & threshold),tempo;race-pace;breathing pattern;turns,Pull-ups (strict),dryland,Strengthen prime movers for stroke propulsion,pull-up bar,lats;triceps;scapular stabilizers,4,5–8,bodyweight or moderate load,120,8–9,Add load or slower eccentric (3–1–1),Assisted variation or lighter load,Add weight over time
Butterfly,200,Mixed anaerobic + aerobic (race-pace & threshold),tempo;race-pace;breathing pattern;turns,Lat pulldown,dryland,Strengthen prime movers for stroke propulsion,cable machine,lats;triceps,3–4,8–12,bodyweight or moderate load,90,7–8,Add load or slower eccentric (3–1–1),Assisted variation or lighter load,Full ROM; no shrugging
Butterfly,200,Mixed anaerobic + aerobic (race-pace & threshold),tempo;race-pace;breathing pattern;turns,Dumbbell row (single-arm),dryland,Strengthen prime movers for stroke propulsion,dumbbell,lats;rear delts;core,3–4,8–10/side,bodyweight or moderate load,75,7–8,Add load or slower eccentric (3–1–1),Assisted variation or lighter load,Neutral spine
Butterfly,200,Mixed anaerobic + aerobic (race-pace & threshold),tempo;race-pace;breathing pattern;turns,Barbell back squat,dryland,Strengthen prime movers for stroke propulsion,barbell,quads;glutes;hamstrings,4–5,5–8,bodyweight or moderate load,150,8–9,Add load or slower eccentric (3–1–1),Assisted variation or lighter load,Depth parallel
Butterfly,200,Mixed anaerobic + aerobic (race-pace & threshold),tempo;race-pace;breathing pattern;turns,Romanian deadlift,dryland,Strengthen prime movers for stroke propulsion,barbell/dumbbell,hamstrings;glutes;erectors,3–5,6–10,bodyweight or moderate load,120,8,Add load or slower eccentric (3–1–1),Assisted variation or lighter load,Hinge; soft knees
Butterfly,200,Mixed anaerobic + aerobic (race-pace & threshold),tempo;race-pace;breathing pattern;turns,Push-up / Ring push-up,dryland,Strengthen prime movers for stroke propulsion,rings/floor,chest;triceps;core,3–5,10–20,bodyweight or moderate load,60,6–7,Add load or slower eccentric (3–1–1),Assisted variation or lighter load,Hollow body
Butterfly,200,Mixed anaerobic + aerobic (race-pace & threshold),tempo;race-pace;breathing pattern;turns,Shoulder external rotation (band),mobility,Restore positions; improve ROM and shoulder health,light band,rotator cuff;rear delts,2–3,12–15,N/A,0,6,Longer holds or controlled range expansion,Shorter holds; reduce range,Elbow by side
Butterfly,200,Mixed anaerobic + aerobic (race-pace & threshold),tempo;race-pace;breathing pattern;turns,Thoracic spine opener (foam roller),mobility,Restore positions; improve ROM and shoulder health,foam roller,t-spine;scapular,2–3,60s,N/A,0,5,Longer holds or controlled range expansion,Shorter holds; reduce range,Slow breathing
Butterfly,200,Mixed anaerobic + aerobic (race-pace & threshold),tempo;race-pace;breathing pattern;turns,Hip flexor stretch (couch),mobility,Restore positions; improve ROM and shoulder health,mat,hip flexors,2–3,60s/side,N/A,0,5,Longer holds or controlled range expansion,Shorter holds; reduce range,Posterior pelvic tilt
Individual Medley,200,Mixed anaerobic + aerobic (race-pace & threshold),pacing;transitions;turns;race-pace,IM transition turns,pool,Back-to-breast and breast-to-free transitions,none,core;quads;glutes,4–5,4×50 or 6×50,50m @ strong pace,30–45,7–8,Increase reps or tighten send-off by 5s,Reduce reps; add fins/snorkel assistance,Hold pace; tight turns for 'IM transition turns'
Individual Medley,200,Mixed anaerobic + aerobic (race-pace & threshold),pacing;transitions;turns;race-pace,25 drill + 25 swim each stroke,pool,Technique focus then integrate,snorkel (optional),varies,4–5,4×50 or 6×50,50m @ strong pace,30–45,7–8,Increase reps or tighten send-off by 5s,Reduce reps; add fins/snorkel assistance,Hold pace; tight turns for '25 drill + 25 swim each stroke'
Individual Medley,200,Mixed anaerobic + aerobic (race-pace & threshold),pacing;transitions;turns;race-pace,100s IM order pace,pool,"Controlled pace, build each 25",tempo trainer (optional),cardiorespiratory;core,4–5,4×50 or 6×50,50m @ strong pace,30–45,7–8,Increase reps or tighten send-off by 5s,Reduce reps; add fins/snorkel assistance,Hold pace; tight turns for '100s IM order pace'
Individual Medley,200,Mixed anaerobic + aerobic (race-pace & threshold),pacing;transitions;turns;race-pace,Kick IM order (no board),pool,Streamline kick on back/side,none,hip flexors;glutes;core,4–5,4×50 or 6×50,50m @ strong pace,30–45,7–8,Increase reps or tighten send-off by 5s,Reduce reps; add fins/snorkel assistance,Hold pace; tight turns for 'Kick IM order (no board)'
Individual Medley,200,Mixed anaerobic + aerobic (race-pace & threshold),pacing;transitions;turns;race-pace,Pull IM (paddles+buoy),pool,Upper-body strength by stroke,paddles;pull buoy,lats;triceps;core,4–5,4×50 or 6×50,50m @ strong pace,30–45,7–8,Increase reps or tighten send-off by 5s,Reduce reps; add fins/snorkel assistance,Hold pace; tight turns for 'Pull IM (paddles+buoy)'
Individual Medley,200,Mixed anaerobic + aerobic (race-pace & threshold),pacing;transitions;turns;race-pace,Underwaters to 15m,pool,Discipline UWs in all strokes,fins (optional),hip flexors;glutes;core,4–5,4×50 or 6×50,50m @ strong pace,30–45,7–8,Increase reps or tighten send-off by 5s,Reduce reps; add fins/snorkel assistance,Hold pace; tight turns for 'Underwaters to 15m'
Individual Medley,200,Mixed anaerobic + aerobic (race-pace & threshold),pacing;transitions;turns;race-pace,Broken 200/400 IM,pool,Race-pace broken sets with rest,none,cardiorespiratory;core,4–5,4×50 or 6×50,50m @ strong pace,30–45,7–8,Increase reps or tighten send-off by 5s,Reduce reps; add fins/snorkel assistance,Hold pace; tight turns for 'Broken 200/400 IM'
Individual Medley,200,Mixed anaerobic + aerobic (race-pace & threshold),pacing;transitions;turns;race-pace,Scull progression,pool,Front/mid/back scull series,none,forearms;lats,4–5,4×50 or 6×50,50m @ strong pace,30–45,7–8,Increase reps or tighten send-off by 5s,Reduce reps; add fins/snorkel assistance,Hold pace; tight turns for 'Scull progression'
Individual Medley,200,Mixed anaerobic + aerobic (race-pace & threshold),pacing;transitions;turns;race-pace,Pull-ups (strict),dryland,Strengthen prime movers for stroke propulsion,pull-up bar,lats;triceps;scapular stabilizers,4,5–8,bodyweight or moderate load,120,8–9,Add load or slower eccentric (3–1–1),Assisted variation or lighter load,Add weight over time
Individual Medley,200,Mixed anaerobic + aerobic (race-pace & threshold),pacing;transitions;turns;race-pace,Lat pulldown,dryland,Strengthen prime movers for stroke propulsion,cable machine,lats;triceps,3–4,8–12,bodyweight or moderate load,90,7–8,Add load or slower eccentric (3–1–1),Assisted variation or lighter load,Full ROM; no shrugging
Individual Medley,200,Mixed anaerobic + aerobic (race-pace & threshold),pacing;transitions;turns;race-pace,Dumbbell row (single-arm),dryland,Strengthen prime movers for stroke propulsion,dumbbell,lats;rear delts;core,3–4,8–10/side,bodyweight or moderate load,75,7–8,Add load or slower eccentric (3–1–1),Assisted variation or lighter load,Neutral spine
Individual Medley,200,Mixed anaerobic + aerobic (race-pace & threshold),pacing;transitions;turns;race-pace,Barbell back squat,dryland,Strengthen prime movers for stroke propulsion,barbell,quads;glutes;hamstrings,4–5,5–8,bodyweight or moderate load,150,8–9,Add load or slower eccentric (3–1–1),Assisted variation or lighter load,Depth parallel
Individual Medley,200,Mixed anaerobic + aerobic (race-pace & threshold),pacing;transitions;turns;race-pace,Romanian deadlift,dryland,Strengthen prime movers for stroke propulsion,barbell/dumbbell,hamstrings;glutes;erectors,3–5,6–10,bodyweight or moderate load,120,8,Add load or slower eccentric (3–1–1),Assisted variation or lighter load,Hinge; soft knees
Individual Medley,200,Mixed anaerobic + aerobic (race-pace & threshold),pacing;transitions;turns;race-pace,Push-up / Ring push-up,dryland,Strengthen prime movers for stroke propulsion,rings/floor,chest;triceps;core,3–5,10–20,bodyweight or moderate load,60,6–7,Add load or slower eccentric (3–1–1),Assisted variation or lighter load,Hollow body
Individual Medley,200,Mixed anaerobic + aerobic (race-pace & threshold),pacing;transitions;turns;race-pace,Shoulder external rotation (band),mobility,Restore positions; improve ROM and shoulder health,light band,rotator cuff;rear delts,2–3,12–15,N/A,0,6,Longer holds or controlled range expansion,Shorter holds; reduce range,Elbow by side
Individual Medley,200,Mixed anaerobic + aerobic (race-pace & threshold),pacing;transitions;turns;race-pace,Thoracic spine opener (foam roller),mobility,Restore positions; improve ROM and shoulder health,foam roller,t-spine;scapular,2–3,60s,N/A,0,5,Longer holds or controlled range expansion,Shorter holds; reduce range,Slow breathing
Individual Medley,200,Mixed anaerobic + aerobic (race-pace & threshold),pacing;transitions;turns;race-pace,Hip flexor stretch (couch),mobility,Restore positions; improve ROM and shoulder health,mat,hip flexors,2–3,60s/side,N/A,0,5,Longer holds or controlled range expansion,Shorter holds; reduce range,Posterior pelvic tilt
Individual Medley,400,Mixed anaerobic + aerobic (race-pace & threshold),pacing;transitions;turns;race-pace,IM transition turns,pool,Back-to-breast and breast-to-free transitions,none,core;quads;glutes,4–5,4×50 or 6×50,50m @ strong pace,30–45,7–8,Increase reps or tighten send-off by 5s,Reduce reps; add fins/snorkel assistance,Hold pace; tight turns for 'IM transition turns'
Individual Medley,400,Mixed anaerobic + aerobic (race-pace & threshold),pacing;transitions;turns;race-pace,25 drill + 25 swim each stroke,pool,Technique focus then integrate,snorkel (optional),varies,4–5,4×50 or 6×50,50m @ strong pace,30–45,7–8,Increase reps or tighten send-off by 5s,Reduce reps; add fins/snorkel assistance,Hold pace; tight turns for '25 drill + 25 swim each stroke'
Individual Medley,400,Mixed anaerobic + aerobic (race-pace & threshold),pacing;transitions;turns;race-pace,100s IM order pace,pool,"Controlled pace, build each 25",tempo trainer (optional),cardiorespiratory;core,4–5,4×50 or 6×50,50m @ strong pace,30–45,7–8,Increase reps or tighten send-off by 5s,Reduce reps; add fins/snorkel assistance,Hold pace; tight turns for '100s IM order pace'
Individual Medley,400,Mixed anaerobic + aerobic (race-pace & threshold),pacing;transitions;turns;race-pace,Kick IM order (no board),pool,Streamline kick on back/side,none,hip flexors;glutes;core,4–5,4×50 or 6×50,50m @ strong pace,30–45,7–8,Increase reps or tighten send-off by 5s,Reduce reps; add fins/snorkel assistance,Hold pace; tight turns for 'Kick IM order (no board)'
Individual Medley,400,Mixed anaerobic + aerobic (race-pace & threshold),pacing;transitions;turns;race-pace,Pull IM (paddles+buoy),pool,Upper-body strength by stroke,paddles;pull buoy,lats;triceps;core,4–5,4×50 or 6×50,50m @ strong pace,30–45,7–8,Increase reps or tighten send-off by 5s,Reduce reps; add fins/snorkel assistance,Hold pace; tight turns for 'Pull IM (paddles+buoy)'
Individual Medley,400,Mixed anaerobic + aerobic (race-pace & threshold),pacing;transitions;turns;race-pace,Underwaters to 15m,pool,Discipline UWs in all strokes,fins (optional),hip flexors;glutes;core,4–5,4×50 or 6×50,50m @ strong pace,30–45,7–8,Increase reps or tighten send-off by 5s,Reduce reps; add fins/snorkel assistance,Hold pace; tight turns for 'Underwaters to 15m'
Individual Medley,400,Mixed anaerobic + aerobic (race-pace & threshold),pacing;transitions;turns;race-pace,Broken 200/400 IM,pool,Race-pace broken sets with rest,none,cardiorespiratory;core,4–5,4×50 or 6×50,50m @ strong pace,30–45,7–8,Increase reps or tighten send-off by 5s,Reduce reps; add fins/snorkel assistance,Hold pace; tight turns for 'Broken 200/400 IM'
Individual Medley,400,Mixed anaerobic + aerobic (race-pace & threshold),pacing;transitions;turns;race-pace,Scull progression,pool,Front/mid/back scull series,none,forearms;lats,4–5,4×50 or 6×50,50m @ strong pace,30–45,7–8,Increase reps or tighten send-off by 5s,Reduce reps; add fins/snorkel assistance,Hold pace; tight turns for 'Scull progression'
Individual Medley,400,Mixed anaerobic + aerobic (race-pace & threshold),pacing;transitions;turns;race-pace,Pull-ups (strict),dryland,Strengthen prime movers for stroke propulsion,pull-up bar,lats;triceps;scapular stabilizers,4,5–8,bodyweight or moderate load,120,8–9,Add load or slower eccentric (3–1–1),Assisted variation or lighter load,Add weight over time
Individual Medley,400,Mixed anaerobic + aerobic (race-pace & threshold),pacing;transitions;turns;race-pace,Lat pulldown,dryland,Strengthen prime movers for stroke propulsion,cable machine,lats;triceps,3–4,8–12,bodyweight or moderate load,90,7–8,Add load or slower eccentric (3–1–1),Assisted variation or lighter load,Full ROM; no shrugging
Individual Medley,400,Mixed anaerobic + aerobic (race-pace & threshold),pacing;transitions;turns;race-pace,Dumbbell row (single-arm),dryland,Strengthen prime movers for stroke propulsion,dumbbell,lats;rear delts;core,3–4,8–10/side,bodyweight or moderate load,75,7–8,Add load or slower eccentric (3–1–1),Assisted variation or lighter load,Neutral spine
Individual Medley,400,Mixed anaerobic + aerobic (race-pace & threshold),pacing;transitions;turns;race-pace,Barbell back squat,dryland,Strengthen prime movers for stroke propulsion,barbell,quads;glutes;hamstrings,4–5,5–8,bodyweight or moderate load,150,8–9,Add load or slower eccentric (3–1–1),Assisted variation or lighter load,Depth parallel
Individual Medley,400,Mixed anaerobic + aerobic (race-pace & threshold),pacing;transitions;turns;race-pace,Romanian deadlift,dryland,Strengthen prime movers for stroke propulsion,barbell/dumbbell,hamstrings;glutes;erectors,3–5,6–10,bodyweight or moderate load,120,8,Add load or slower eccentric (3–1–1),Assisted variation or lighter load,Hinge; soft knees
Individual Medley,400,Mixed anaerobic + aerobic (race-pace & threshold),pacing;transitions;turns;race-pace,Push-up / Ring push-up,dryland,Strengthen prime movers for stroke propulsion,rings/floor,chest;triceps;core,3–5,10–20,bodyweight or moderate load,60,6–7,Add load or slower eccentric (3–1–1),Assisted variation or lighter load,Hollow body
Individual Medley,400,Mixed anaerobic + aerobic (race-pace & threshold),pacing;transitions;turns;race-pace,Shoulder external rotation (band),mobility,Restore positions; improve ROM and shoulder health,light band,rotator cuff;rear delts,2–3,12–15,N/A,0,6,Longer holds or controlled range expansion,Shorter holds; reduce range,Elbow by side
Individual Medley,400,Mixed anaerobic + aerobic (race-pace & threshold),pacing;transitions;turns;race-pace,Thoracic spine opener (foam roller),mobility,Restore positions; improve ROM and shoulder health,foam roller,t-spine;scapular,2–3,60s,N/A,0,5,Longer holds or controlled range expansion,Shorter holds; reduce range,Slow breathing
Individual Medley,400,Mixed anaerobic + aerobic (race-pace & threshold),pacing;transitions;turns;race-pace,Hip flexor stretch (couch),mobility,Restore positions; improve ROM and shoulder health,mat,hip flexors,2–3,60s/side,N/A,0,5,Longer holds or controlled range expansion,Shorter holds; reduce range,Posterior pelvic tilt
